year	gpa	school	name2
1998	2.55	Northflorida	University.of.North.Florida
1999	2.5	Northflorida	University.of.North.Florida
2000	2.81	Northflorida	University.of.North.Florida
2001	2.83	Northflorida	University.of.North.Florida
2002	2.84	Northflorida	University.of.North.Florida
2003	2.83	Northflorida	University.of.North.Florida
2004	2.81	Northflorida	University.of.North.Florida
2005	2.96	Northflorida	University.of.North.Florida
2006	2.97	Northflorida	University.of.North.Florida
2007	3	Northflorida	University.of.North.Florida
2008	2.88	Northflorida	University.of.North.Florida
1989	2.44	Southcarolina	University.of.South.Carolina
1994	2.54	Southcarolina	University.of.South.Carolina
1996	2.58	Southcarolina	University.of.South.Carolina
2000	2.63	Southcarolina	University.of.South.Carolina
2002	2.76	Southcarolina	University.of.South.Carolina
1997	2.89	southflorida	University.of.South.Florida
1998	2.89	southflorida	University.of.South.Florida
1999	2.9	southflorida	University.of.South.Florida
2000	2.92	southflorida	University.of.South.Florida
2001	2.94	southflorida	University.of.South.Florida
2002	2.94	southflorida	University.of.South.Florida
2003	2.91	southflorida	University.of.South.Florida
2004	2.91	southflorida	University.of.South.Florida
2005	2.93	southflorida	University.of.South.Florida
2006	2.93	southflorida	University.of.South.Florida
2007	2.96	southflorida	University.of.South.Florida
2008	2.95	southflorida	University.of.South.Florida
1990	2.82	Southerncalifornia	University.of.Southern.California
1995	2.96	Southerncalifornia	University.of.Southern.California
2002	3.09	Southerncalifornia	University.of.Southern.California
2004	3.12	Southerncalifornia	University.of.Southern.California
2009	3.25	Southerncalifornia	University.of.Southern.California
1986	2.6	texasaustin	University.of.Texas-Austin
1987	2.58	texasaustin	University.of.Texas-Austin
1988	2.55	texasaustin	University.of.Texas-Austin
1989	2.62	texasaustin	University.of.Texas-Austin
1990	2.67	texasaustin	University.of.Texas-Austin
1991	2.68	texasaustin	University.of.Texas-Austin
1992	2.73	texasaustin	University.of.Texas-Austin
1993	2.81	texasaustin	University.of.Texas-Austin
1994	2.83	texasaustin	University.of.Texas-Austin
1995	2.85	texasaustin	University.of.Texas-Austin
1996	2.88	texasaustin	University.of.Texas-Austin
1997	2.89	texasaustin	University.of.Texas-Austin
1998	2.94	texasaustin	University.of.Texas-Austin
1999	2.96	texasaustin	University.of.Texas-Austin
2000	3	texasaustin	University.of.Texas-Austin
2001	3.01	texasaustin	University.of.Texas-Austin
2002	3.04	texasaustin	University.of.Texas-Austin
2003	3.07	texasaustin	University.of.Texas-Austin
2004	3.09	texasaustin	University.of.Texas-Austin
2007	3.12	texasaustin	University.of.Texas-Austin
1991	3.09	Virginia	University.of.Virginia
1992	3.109	Virginia	University.of.Virginia
1993	3.135	Virginia	University.of.Virginia
1994	3.123	Virginia	University.of.Virginia
1995	3.138	Virginia	University.of.Virginia
1996	3.138	Virginia	University.of.Virginia
1997	3.154	Virginia	University.of.Virginia
1998	3.162	Virginia	University.of.Virginia
1999	3.157	Virginia	University.of.Virginia
2000	3.155	Virginia	University.of.Virginia
2001	3.174	Virginia	University.of.Virginia
2002	3.177	Virginia	University.of.Virginia
2003	3.178	Virginia	University.of.Virginia
2004	3.215	Virginia	University.of.Virginia
2005	3.2	Virginia	University.of.Virginia
2006	3.213	Virginia	University.of.Virginia
1964	2.31	Washington	University.of.Washington
1974	2.91	Washington	University.of.Washington
1975	2.88	Washington	University.of.Washington
1976	2.89	Washington	University.of.Washington
1977	2.91	Washington	University.of.Washington
1978	2.92	Washington	University.of.Washington
1979	2.94	Washington	University.of.Washington
1980	2.97	Washington	University.of.Washington
1981	2.98	Washington	University.of.Washington
1982	2.97	Washington	University.of.Washington
1983	3	Washington	University.of.Washington
1984	2.99	Washington	University.of.Washington
1985	3	Washington	University.of.Washington
1986	3.03	Washington	University.of.Washington
1987	3.08	Washington	University.of.Washington
1988	3.07	Washington	University.of.Washington
1989	3.1	Washington	University.of.Washington
1990	3.1	Washington	University.of.Washington
1991	3.1	Washington	University.of.Washington
1992	3.07	Washington	University.of.Washington
1993	3.1	Washington	University.of.Washington
1994	3.1	Washington	University.of.Washington
1995	3.1	Washington	University.of.Washington
1996	3.1	Washington	University.of.Washington
1997	3.11	Washington	University.of.Washington
1998	3.09	Washington	University.of.Washington
1999	3.11	Washington	University.of.Washington
2000	3.12	Washington	University.of.Washington
2001	3.13	Washington	University.of.Washington
2004	3.18	Washington	University.of.Washington
2005	3.18	Washington	University.of.Washington
2006	3.18	Washington	University.of.Washington
2007	3.21	Washington	University.of.Washington
1997	2.96	Westflorida	University.of.West.Florida
1998	2.99	Westflorida	University.of.West.Florida
1999	2.98	Westflorida	University.of.West.Florida
2000	3.04	Westflorida	University.of.West.Florida
2001	3.05	Westflorida	University.of.West.Florida
2002	3.04	Westflorida	University.of.West.Florida
2003	3.05	Westflorida	University.of.West.Florida
2004	3.05	Westflorida	University.of.West.Florida
2005	3.02	Westflorida	University.of.West.Florida
2006	3.05	Westflorida	University.of.West.Florida
2007	3.04	Westflorida	University.of.West.Florida
2008	3.01	Westflorida	University.of.West.Florida
2005	2.88	Nevadalasvegas	UNLV
2007	2.96	Nevadalasvegas	UNLV
2009	2.97	Nevadalasvegas	UNLV
1948	2.45	Utah	Utah
1949	2.56	Utah	Utah
1950	2.61	Utah	Utah
1951	2.47	Utah	Utah
1952	2.49	Utah	Utah
1956	2.45	Utah	Utah
1957	2.51	Utah	Utah
1958	2.41	Utah	Utah
1959	2.47	Utah	Utah
1960	2.48	Utah	Utah
1961	2.45	Utah	Utah
1962	2.45	Utah	Utah
1963	2.45	Utah	Utah
1964	2.43	Utah	Utah
1965	2.49	Utah	Utah
1966	2.5	Utah	Utah
1967	2.55	Utah	Utah
1968	2.44	Utah	Utah
1969	2.51	Utah	Utah
1970	2.6	Utah	Utah
1971	2.7	Utah	Utah
1972	2.79	Utah	Utah
1973	2.83	Utah	Utah
1974	2.87	Utah	Utah
1975	2.64	Utah	Utah
1976	2.65	Utah	Utah
1977	2.65	Utah	Utah
1978	2.63	Utah	Utah
1979	2.69	Utah	Utah
1980	2.71	Utah	Utah
1981	2.7	Utah	Utah
1982	2.74	Utah	Utah
1983	2.79	Utah	Utah
1984	2.81	Utah	Utah
1985	2.89	Utah	Utah
1986	2.89	Utah	Utah
1987	2.92	Utah	Utah
1988	2.9	Utah	Utah
1989	2.92	Utah	Utah
1990	2.94	Utah	Utah
1991	2.96	Utah	Utah
1992	2.97	Utah	Utah
1993	2.99	Utah	Utah
1994	3.02	Utah	Utah
1995	3.04	Utah	Utah
1996	3.04	Utah	Utah
1997	3.06	Utah	Utah
1998	3.05	Utah	Utah
1999	3.01	Utah	Utah
2000	3.01	Utah	Utah
2001	3.04	Utah	Utah
2002	3.06	Utah	Utah
2003	3.06	Utah	Utah
2004	3.06	Utah	Utah
2005	3.06	Utah	Utah
2006	3.07	Utah	Utah
2007	3.07	Utah	Utah
1994	3.02	Utahstate	Utah.State.University
1995	3.04	Utahstate	Utah.State.University
1996	3.09	Utahstate	Utah.State.University
1997	3	Utahstate	Utah.State.University
1998	2.93	Utahstate	Utah.State.University
1999	2.93	Utahstate	Utah.State.University
2000	3	Utahstate	Utah.State.University
2001	2.998	Utahstate	Utah.State.University
2002	3.023	Utahstate	Utah.State.University
2003	3.031	Utahstate	Utah.State.University
2006	3.085	Utahstate	Utah.State.University
1994	2.69	Valdostastate	Valdosta.State.University
1995	2.72	Valdostastate	Valdosta.State.University
1996	2.76	Valdostastate	Valdosta.State.University
1998	2.78	Valdostastate	Valdosta.State.University
1999	2.76	Valdostastate	Valdosta.State.University
2000	2.77	Valdostastate	Valdosta.State.University
2001	2.8	Valdostastate	Valdosta.State.University
2002	2.86	Valdostastate	Valdosta.State.University
2003	2.85	Valdostastate	Valdosta.State.University
2004	2.87	Valdostastate	Valdosta.State.University
2002	3.198	Vanderbilt	Vanderbilt
2003	3.204	Vanderbilt	Vanderbilt
2004	3.225	Vanderbilt	Vanderbilt
2005	3.237	Vanderbilt	Vanderbilt
2006	3.282	Vanderbilt	Vanderbilt
2007	3.267	Vanderbilt	Vanderbilt
2008	3.3204	Vanderbilt	Vanderbilt
1990	3.12	Vassar	Vassar
2008	3.48	Vassar	Vassar
1999	2.67	Victoria	Victoria
2000	2.69	Victoria	Victoria
2001	2.79	Victoria	Victoria
2002	2.71	Victoria	Victoria
2003	2.7	Victoria	Victoria
2004	2.71	Victoria	Victoria
2005	2.7	Victoria	Victoria
2006	2.68	Victoria	Victoria
2007	2.54	Victoria	Victoria
1994	2.98	Villanova	Villanova
2006	3.18	Villanova	Villanova
2004	2.54	Virginiacommonwealth	Virginia.Commonwealth.University
2005	2.64	Virginiacommonwealth	Virginia.Commonwealth.University
2006	2.63	Virginiacommonwealth	Virginia.Commonwealth.University
2007	2.54	Virginiacommonwealth	Virginia.Commonwealth.University
2008	2.64	Virginiacommonwealth	Virginia.Commonwealth.University
2004	2.968	Virginiatech	Virginia.Tech
2005	2.96	Virginiatech	Virginia.Tech
2006	3.017	Virginiatech	Virginia.Tech
2007	2.985	Virginiatech	Virginia.Tech
1988	2.84	wakeforest	Wake.Forest.University
1989	2.85	wakeforest	Wake.Forest.University
1990	2.93	wakeforest	Wake.Forest.University
1991	2.98	wakeforest	Wake.Forest.University
1992	3.04	wakeforest	Wake.Forest.University
1993	3.06	wakeforest	Wake.Forest.University
1994	3.09	wakeforest	Wake.Forest.University
1995	3.09	wakeforest	Wake.Forest.University
1996	3.09	wakeforest	Wake.Forest.University
1997	3.11	wakeforest	Wake.Forest.University
1998	3.11	wakeforest	Wake.Forest.University
1999	3.13	wakeforest	Wake.Forest.University
2000	3.14	wakeforest	Wake.Forest.University
2001	3.1	wakeforest	Wake.Forest.University
2002	3.15	wakeforest	Wake.Forest.University
2003	3.15	wakeforest	Wake.Forest.University
2004	3.17	wakeforest	Wake.Forest.University
2005	3.18	wakeforest	Wake.Forest.University
2006	3.21	wakeforest	Wake.Forest.University
2007	3.21	wakeforest	Wake.Forest.University
2003	3.23	Washingtonandlee	Washington.and.Lee
2004	3.25	Washingtonandlee	Washington.and.Lee
2005	3.26	Washingtonandlee	Washington.and.Lee
2006	3.27	Washingtonandlee	Washington.and.Lee
1970	2.81	Washingtonstate	Washington.State
1973	2.86	Washingtonstate	Washington.State
1976	2.8	Washingtonstate	Washington.State
1979	2.77	Washingtonstate	Washington.State
1982	2.75	Washingtonstate	Washington.State
1983	2.72	Washingtonstate	Washington.State
1984	2.71	Washingtonstate	Washington.State
1985	2.72	Washingtonstate	Washington.State
1995	2.85	Washingtonstate	Washington.State
2004	2.98	Washingtonstate	Washington.State
2005	2.96	Washingtonstate	Washington.State
2006	2.96	Washingtonstate	Washington.State
2007	2.96	Washingtonstate	Washington.State
2007	3.41	Washingtonu	Washinton.University
2008	3.41	Washingtonu	Washinton.University
1988	2.77	Waterloo	Waterloo
1989	2.81	Waterloo	Waterloo
1990	2.81	Waterloo	Waterloo
1991	2.79	Waterloo	Waterloo
1992	2.81	Waterloo	Waterloo
1993	2.84	Waterloo	Waterloo
1994	2.85	Waterloo	Waterloo
1995	2.85	Waterloo	Waterloo
1996	2.86	Waterloo	Waterloo
1997	2.88	Waterloo	Waterloo
1998	2.9	Waterloo	Waterloo
1999	2.91	Waterloo	Waterloo
2000	2.96	Waterloo	Waterloo
2001	2.95	Waterloo	Waterloo
2002	2.98	Waterloo	Waterloo
2003	2.98	Waterloo	Waterloo
2004	2.94	Waterloo	Waterloo
2005	2.97	Waterloo	Waterloo
2006	2.94	Waterloo	Waterloo
1965	2.73	wellesley	Wellesley
1976	3.17	wellesley	Wellesley
1985	3.28	wellesley	Wellesley
1991	3.38	wellesley	Wellesley
1992	3.37	wellesley	Wellesley
1993	3.39	wellesley	Wellesley
1994	3.38	wellesley	Wellesley
1995	3.39	wellesley	Wellesley
1996	3.4	wellesley	Wellesley
1997	3.46	wellesley	Wellesley
1998	3.47	wellesley	Wellesley
1999	3.54	wellesley	Wellesley
2000	3.55	wellesley	Wellesley
2001	3.5	wellesley	Wellesley
2002	3.48	wellesley	Wellesley
2003	3.4	wellesley	Wellesley
2004	3.29	wellesley	Wellesley
2005	3.28	wellesley	Wellesley
2006	3.32	wellesley	Wellesley
2007	3.31	wellesley	Wellesley
1994	3.37	wesleyan	Wesleyan
1998	3.46	wesleyan	Wesleyan
1999	2.65	Westgeorgia	West.Georgia
2000	2.71	Westgeorgia	West.Georgia
2001	2.74	Westgeorgia	West.Georgia
2002	2.74	Westgeorgia	West.Georgia
2003	2.74	Westgeorgia	West.Georgia
2004	2.75	Westgeorgia	West.Georgia
2005	2.75	Westgeorgia	West.Georgia
2006	2.75	Westgeorgia	West.Georgia
2007	2.76	Westgeorgia	West.Georgia
1994	2.96	westernmichigan	Western.Michigan.University
1995	2.98	westernmichigan	Western.Michigan.University
1996	3	westernmichigan	Western.Michigan.University
1997	3.02	westernmichigan	Western.Michigan.University
1998	3.02	westernmichigan	Western.Michigan.University
1999	3.09	westernmichigan	Western.Michigan.University
2000	3.11	westernmichigan	Western.Michigan.University
2001	3.11	westernmichigan	Western.Michigan.University
2002	3.12	westernmichigan	Western.Michigan.University
2003	3.12	westernmichigan	Western.Michigan.University
2004	3.12	westernmichigan	Western.Michigan.University
2005	3.12	westernmichigan	Western.Michigan.University
2006	3.13	westernmichigan	Western.Michigan.University
2007	3.11	westernmichigan	Western.Michigan.University
1990	3.08	westernwashington	Western.Washington.University
1992	3.09	westernwashington	Western.Washington.University
1993	3.12	westernwashington	Western.Washington.University
1994	3.15	westernwashington	Western.Washington.University
1995	3.14	westernwashington	Western.Washington.University
1996	3.15	westernwashington	Western.Washington.University
1997	3.16	westernwashington	Western.Washington.University
1998	3.15	westernwashington	Western.Washington.University
1999	3.13	westernwashington	Western.Washington.University
2000	3.12	westernwashington	Western.Washington.University
2001	3.15	westernwashington	Western.Washington.University
2002	3.14	westernwashington	Western.Washington.University
2003	3.12	westernwashington	Western.Washington.University
2004	3.14	westernwashington	Western.Washington.University
1991	3.041	westmont	Westmont
1999	3.238	westmont	Westmont
1962	2.75	Wheaton	Wheaton
1973	3.14	Wheaton	Wheaton
1984	3.14	Wheaton	Wheaton
1989	3.2	Wheaton	Wheaton
1991	3.26	Wheaton	Wheaton
1992	3.24	Wheaton	Wheaton
1993	3.24	Wheaton	Wheaton
1994	3.27	Wheaton	Wheaton
1995	3.31	Wheaton	Wheaton
1996	3.34	Wheaton	Wheaton
1997	3.32	Wheaton	Wheaton
1998	3.37	Wheaton	Wheaton
1999	3.37	Wheaton	Wheaton
2000	3.38	Wheaton	Wheaton
2001	3.4	Wheaton	Wheaton
2002	3.38	Wheaton	Wheaton
2003	3.41	Wheaton	Wheaton
2004	3.36	Wheaton	Wheaton
2005	3.34	Wheaton	Wheaton
2006	3.37	Wheaton	Wheaton
2007	3.39	Wheaton	Wheaton
1996	2.98	Wheelingjesuit	Wheeling.Jesuit
1997	3	Wheelingjesuit	Wheeling.Jesuit
1998	3.04	Wheelingjesuit	Wheeling.Jesuit
2006	3.24	Wheelingjesuit	Wheeling.Jesuit
2007	3.25	Wheelingjesuit	Wheeling.Jesuit
1993	3.1	Whitman	Whitman
1994	3.11	Whitman	Whitman
1995	3.06	Whitman	Whitman
1996	3.17	Whitman	Whitman
1997	3.17	Whitman	Whitman
1998	3.173	Whitman	Whitman
1999	3.273	Whitman	Whitman
2000	3.291	Whitman	Whitman
2001	3.364	Whitman	Whitman
2002	3.4	Whitman	Whitman
2003	3.435	Whitman	Whitman
2004	3.408	Whitman	Whitman
2005	3.386	Whitman	Whitman
2006	3.414	Whitman	Whitman
2007	3.414	Whitman	Whitman
1986	2.86	Williamandmary	William.and.Mary
1987	2.85	Williamandmary	William.and.Mary
1988	2.82	Williamandmary	William.and.Mary
1989	2.85	Williamandmary	William.and.Mary
1990	2.89	Williamandmary	William.and.Mary
1991	2.95	Williamandmary	William.and.Mary
1992	3.01	Williamandmary	William.and.Mary
1993	3	Williamandmary	William.and.Mary
1994	3	Williamandmary	William.and.Mary
1995	3.02	Williamandmary	William.and.Mary
1996	3.03	Williamandmary	William.and.Mary
1997	3.04	Williamandmary	William.and.Mary
1998	3.08	Williamandmary	William.and.Mary
1999	3.12	Williamandmary	William.and.Mary
2000	3.11	Williamandmary	William.and.Mary
2001	3.1	Williamandmary	William.and.Mary
2002	3.13	Williamandmary	William.and.Mary
2003	3.16	Williamandmary	William.and.Mary
2004	3.21	Williamandmary	William.and.Mary
2005	3.23	Williamandmary	William.and.Mary
2006	3.04	Westerncarolina	William.and.Mary
2007	3.01	Westerncarolina	William.and.Mary
1953	2.53	williams	Williams
1954	2.53	williams	Williams
1955	2.52	williams	Williams
1956	2.57	williams	Williams
1957	2.58	williams	Williams
1958	2.61	williams	Williams
1959	2.66	williams	Williams
1960	2.67	williams	Williams
1961	2.67	williams	Williams
1962	2.68	williams	Williams
1963	2.72	williams	Williams
1964	2.69	williams	Williams
1965	2.7	williams	Williams
1966	2.71	williams	Williams
1967	2.75	williams	Williams
1968	2.78	williams	Williams
1969	2.92	williams	Williams
1970	2.92	williams	Williams
1971	2.96	williams	Williams
1972	2.97	williams	Williams
1973	3.04	williams	Williams
1974	3.09	williams	Williams
1975	3.09	williams	Williams
1976	3.1	williams	Williams
1977	3.11	williams	Williams
1978	3.11	williams	Williams
1979	3.08	williams	Williams
1980	3.08	williams	Williams
1981	3.09	williams	Williams
1982	3.08	williams	Williams
1983	3.05	williams	Williams
1984	3.07	williams	Williams
1985	3.09	williams	Williams
1986	3.1	williams	Williams
1987	3.14	williams	Williams
1988	3.14	williams	Williams
1989	3.2	williams	Williams
1990	3.19	williams	Williams
1991	3.21	williams	Williams
1992	3.24	williams	Williams
1993	3.27	williams	Williams
1994	3.3	williams	Williams
1995	3.29	williams	Williams
1996	3.31	williams	Williams
1997	3.32	williams	Williams
1998	3.3	williams	Williams
1999	3.34	williams	Williams
2000	3.33	williams	Williams
2008	3.38	williams	Williams
1987	2.49	Winthrop	Winthrop
1988	2.46	Winthrop	Winthrop
1989	2.54	Winthrop	Winthrop
1990	2.64	Winthrop	Winthrop
1991	2.68	Winthrop	Winthrop
1992	2.72	Winthrop	Winthrop
1993	2.76	Winthrop	Winthrop
1994	2.85	Winthrop	Winthrop
1995	2.82	Winthrop	Winthrop
1996	2.84	Winthrop	Winthrop
1997	2.9	Winthrop	Winthrop
1998	2.9	Winthrop	Winthrop
1999	2.84	Winthrop	Winthrop
2000	2.91	Winthrop	Winthrop
2001	2.94	Winthrop	Winthrop
2002	2.95	Winthrop	Winthrop
2003	2.96	Winthrop	Winthrop
2004	2.94	Winthrop	Winthrop
2005	2.93	Winthrop	Winthrop
1995	3.13	wisconsingreenbay	Wisconsin-Greenbay
1996	3.13	wisconsingreenbay	Wisconsin-Greenbay
1997	3.14	wisconsingreenbay	Wisconsin-Greenbay
1998	3.17	wisconsingreenbay	Wisconsin-Greenbay
1999	3.19	wisconsingreenbay	Wisconsin-Greenbay
2000	3.17	wisconsingreenbay	Wisconsin-Greenbay
2003	3.22	wisconsingreenbay	Wisconsin-Greenbay
2005	3.23	wisconsingreenbay	Wisconsin-Greenbay
2007	3.27	wisconsingreenbay	Wisconsin-Greenbay
1977	2.85	Wisconsinlacrosse	Wisconsin-Lacrosse
1978	2.9	Wisconsinlacrosse	Wisconsin-Lacrosse
1979	2.89	Wisconsinlacrosse	Wisconsin-Lacrosse
1983	2.85	Wisconsinlacrosse	Wisconsin-Lacrosse
1984	2.86	Wisconsinlacrosse	Wisconsin-Lacrosse
1985	2.85	Wisconsinlacrosse	Wisconsin-Lacrosse
1986	2.83	Wisconsinlacrosse	Wisconsin-Lacrosse
1987	2.84	Wisconsinlacrosse	Wisconsin-Lacrosse
1988	2.84	Wisconsinlacrosse	Wisconsin-Lacrosse
1989	2.89	Wisconsinlacrosse	Wisconsin-Lacrosse
1990	2.94	Wisconsinlacrosse	Wisconsin-Lacrosse
1991	3	Wisconsinlacrosse	Wisconsin-Lacrosse
1993	3.09	Wisconsinlacrosse	Wisconsin-Lacrosse
1994	3.02	Wisconsinlacrosse	Wisconsin-Lacrosse
1995	3.05	Wisconsinlacrosse	Wisconsin-Lacrosse
1996	3.03	Wisconsinlacrosse	Wisconsin-Lacrosse
1997	3.05	Wisconsinlacrosse	Wisconsin-Lacrosse
1998	3.1	Wisconsinlacrosse	Wisconsin-Lacrosse
1999	3.11	Wisconsinlacrosse	Wisconsin-Lacrosse
2000	3.11	Wisconsinlacrosse	Wisconsin-Lacrosse
2001	3.19	Wisconsinlacrosse	Wisconsin-Lacrosse
2002	3.26	Wisconsinlacrosse	Wisconsin-Lacrosse
2003	3.28	Wisconsinlacrosse	Wisconsin-Lacrosse
2004	3.26	Wisconsinlacrosse	Wisconsin-Lacrosse
2005	3.21	Wisconsinlacrosse	Wisconsin-Lacrosse
1938	2.44	Wisconsinmadison	Wisconsin-Madison
1939	2.48	Wisconsinmadison	Wisconsin-Madison
1940	2.51	Wisconsinmadison	Wisconsin-Madison
1941	2.5	Wisconsinmadison	Wisconsin-Madison
1942	2.46	Wisconsinmadison	Wisconsin-Madison
1946	2.57	Wisconsinmadison	Wisconsin-Madison
1947	2.61	Wisconsinmadison	Wisconsin-Madison
1948	2.61	Wisconsinmadison	Wisconsin-Madison
1949	2.62	Wisconsinmadison	Wisconsin-Madison
1950	2.62	Wisconsinmadison	Wisconsin-Madison
1951	2.6	Wisconsinmadison	Wisconsin-Madison
1952	2.59	Wisconsinmadison	Wisconsin-Madison
1953	2.59	Wisconsinmadison	Wisconsin-Madison
1954	2.59	Wisconsinmadison	Wisconsin-Madison
1955	2.57	Wisconsinmadison	Wisconsin-Madison
1956	2.57	Wisconsinmadison	Wisconsin-Madison
1957	2.55	Wisconsinmadison	Wisconsin-Madison
1958	2.53	Wisconsinmadison	Wisconsin-Madison
1959	2.51	Wisconsinmadison	Wisconsin-Madison
1960	2.51	Wisconsinmadison	Wisconsin-Madison
1961	2.52	Wisconsinmadison	Wisconsin-Madison
1962	2.52	Wisconsinmadison	Wisconsin-Madison
1963	2.53	Wisconsinmadison	Wisconsin-Madison
1964	2.63	Wisconsinmadison	Wisconsin-Madison
1965	2.54	Wisconsinmadison	Wisconsin-Madison
1966	2.61	Wisconsinmadison	Wisconsin-Madison
1967	2.65	Wisconsinmadison	Wisconsin-Madison
1968	2.78	Wisconsinmadison	Wisconsin-Madison
1969	2.8	Wisconsinmadison	Wisconsin-Madison
1970	2.84	Wisconsinmadison	Wisconsin-Madison
1971	2.84	Wisconsinmadison	Wisconsin-Madison
1972	2.83	Wisconsinmadison	Wisconsin-Madison
1973	2.88	Wisconsinmadison	Wisconsin-Madison
1974	2.9	Wisconsinmadison	Wisconsin-Madison
1975	2.89	Wisconsinmadison	Wisconsin-Madison
1976	2.9	Wisconsinmadison	Wisconsin-Madison
1977	2.9	Wisconsinmadison	Wisconsin-Madison
1978	2.9	Wisconsinmadison	Wisconsin-Madison
1979	2.9	Wisconsinmadison	Wisconsin-Madison
1980	2.89	Wisconsinmadison	Wisconsin-Madison
1981	2.88	Wisconsinmadison	Wisconsin-Madison
1982	2.88	Wisconsinmadison	Wisconsin-Madison
1983	2.88	Wisconsinmadison	Wisconsin-Madison
1984	2.88	Wisconsinmadison	Wisconsin-Madison
1985	2.88	Wisconsinmadison	Wisconsin-Madison
1986	2.87	Wisconsinmadison	Wisconsin-Madison
1987	2.89	Wisconsinmadison	Wisconsin-Madison
1988	2.91	Wisconsinmadison	Wisconsin-Madison
1989	2.94	Wisconsinmadison	Wisconsin-Madison
1990	2.96	Wisconsinmadison	Wisconsin-Madison
1991	2.98	Wisconsinmadison	Wisconsin-Madison
1992	3.01	Wisconsinmadison	Wisconsin-Madison
1993	3.03	Wisconsinmadison	Wisconsin-Madison
1994	3.07	Wisconsinmadison	Wisconsin-Madison
1995	3.08	Wisconsinmadison	Wisconsin-Madison
1996	3.09	Wisconsinmadison	Wisconsin-Madison
1997	3.1	Wisconsinmadison	Wisconsin-Madison
1998	3.12	Wisconsinmadison	Wisconsin-Madison
1999	3.12	Wisconsinmadison	Wisconsin-Madison
2000	3.13	Wisconsinmadison	Wisconsin-Madison
2001	3.15	Wisconsinmadison	Wisconsin-Madison
2002	3.17	Wisconsinmadison	Wisconsin-Madison
2003	3.17	Wisconsinmadison	Wisconsin-Madison
2004	3.2	Wisconsinmadison	Wisconsin-Madison
2005	3.19	Wisconsinmadison	Wisconsin-Madison
2006	3.21	Wisconsinmadison	Wisconsin-Madison
2007	3.2	Wisconsinmadison	Wisconsin-Madison
1965	2.32	Wisconsinmilwaukee	Wisconsin-Milwaukee
1966	2.41	Wisconsinmilwaukee	Wisconsin-Milwaukee
1967	2.49	Wisconsinmilwaukee	Wisconsin-Milwaukee
1968	2.51	Wisconsinmilwaukee	Wisconsin-Milwaukee
1969	2.64	Wisconsinmilwaukee	Wisconsin-Milwaukee
1970	2.79	Wisconsinmilwaukee	Wisconsin-Milwaukee
1971	2.85	Wisconsinmilwaukee	Wisconsin-Milwaukee
1972	2.9	Wisconsinmilwaukee	Wisconsin-Milwaukee
1973	2.86	Wisconsinmilwaukee	Wisconsin-Milwaukee
1974	2.9	Wisconsinmilwaukee	Wisconsin-Milwaukee
1975	2.86	Wisconsinmilwaukee	Wisconsin-Milwaukee
1976	2.8	Wisconsinmilwaukee	Wisconsin-Milwaukee
1977	2.8	Wisconsinmilwaukee	Wisconsin-Milwaukee
1978	2.8	Wisconsinmilwaukee	Wisconsin-Milwaukee
1979	2.81	Wisconsinmilwaukee	Wisconsin-Milwaukee
1980	2.81	Wisconsinmilwaukee	Wisconsin-Milwaukee
1981	2.79	Wisconsinmilwaukee	Wisconsin-Milwaukee
1982	2.76	Wisconsinmilwaukee	Wisconsin-Milwaukee
1983	2.76	Wisconsinmilwaukee	Wisconsin-Milwaukee
1984	2.76	Wisconsinmilwaukee	Wisconsin-Milwaukee
1985	2.77	Wisconsinmilwaukee	Wisconsin-Milwaukee
1986	2.77	Wisconsinmilwaukee	Wisconsin-Milwaukee
1987	2.81	Wisconsinmilwaukee	Wisconsin-Milwaukee
1988	2.78	Wisconsinmilwaukee	Wisconsin-Milwaukee
1989	2.8	Wisconsinmilwaukee	Wisconsin-Milwaukee
1990	2.79	Wisconsinmilwaukee	Wisconsin-Milwaukee
1991	2.78	Wisconsinmilwaukee	Wisconsin-Milwaukee
1992	2.8	Wisconsinmilwaukee	Wisconsin-Milwaukee
1993	2.82	Wisconsinmilwaukee	Wisconsin-Milwaukee
1994	2.87	Wisconsinmilwaukee	Wisconsin-Milwaukee
1995	2.86	Wisconsinmilwaukee	Wisconsin-Milwaukee
1996	2.9	Wisconsinmilwaukee	Wisconsin-Milwaukee
1997	2.93	Wisconsinmilwaukee	Wisconsin-Milwaukee
1998	2.92	Wisconsinmilwaukee	Wisconsin-Milwaukee
1999	2.93	Wisconsinmilwaukee	Wisconsin-Milwaukee
2000	2.96	Wisconsinmilwaukee	Wisconsin-Milwaukee
2001	2.95	Wisconsinmilwaukee	Wisconsin-Milwaukee
2002	2.95	Wisconsinmilwaukee	Wisconsin-Milwaukee
2003	2.95	Wisconsinmilwaukee	Wisconsin-Milwaukee
2004	2.93	Wisconsinmilwaukee	Wisconsin-Milwaukee
2005	2.91	Wisconsinmilwaukee	Wisconsin-Milwaukee
2006	2.91	Wisconsinmilwaukee	Wisconsin-Milwaukee
2007	2.88	Wisconsinmilwaukee	Wisconsin-Milwaukee
1969	2.44	Uwoshkosh	Wisconsin-Oshkosh
1974	2.86	Uwoshkosh	Wisconsin-Oshkosh
1990	2.85	Uwoshkosh	Wisconsin-Oshkosh
1991	2.85	Uwoshkosh	Wisconsin-Oshkosh
1992	2.9	Uwoshkosh	Wisconsin-Oshkosh
1993	2.88	Uwoshkosh	Wisconsin-Oshkosh
